0,5.191650,0.000000,-161.218872
1,6.905182,0.000000,-160.399414
2,27.783783,0.000000,-110.552002
3,61.884918,0.000000,-134.792847
4,-61.009155,0.000000,71.903320
5,-75.691345,0.000000,94.437012
6,-44.223541,0.000000,-119.975220
7,-26.954010,0.000000,-100.172729
8,-23.674866,0.000000,-102.767578
9,-13.397522,0.000000,-80.711792
10,-36.141632,0.000000,-64.118774
11,-45.151276,0.000000,58.724487
12,-43.951599,0.000000,55.037109
13,33.810211,0.000000,-101.470215
14,-9.590515,0.000000,-83.306641
15,12.285797,0.000000,-123.252808
16,-1.590607,0.000000,-134.724609
17,-80.466125,0.000000,60.090088
18,-45.777130,0.000000,72.654419
19,-47.446686,0.000000,103.450562
20,-25.016510,0.000000,97.031860
21,-25.486389,0.000000,73.405518
22,-0.045013,0.000000,-67.601196
23,30.836975,0.000000,-89.725342
24,38.504974,0.000000,-95.324585
25,44.013580,0.000000,-99.216797
26,-4.183929,0.000000,-64.460205
27,-20.625671,0.000000,-99.011963
28,-30.976959,0.000000,-111.644531
29,-59.427582,0.000000,-83.716309
30,-53.945007,0.000000,-138.275391
31,-40.362518,0.000000,-122.979736
32,-13.497498,0.000000,-144.557495
33,-3.768036,0.000000,-152.410156
34,-32.174652,0.000000,-188.805664
35,-56.470337,0.000000,-134.724609
36,-57.674042,0.000000,-145.171997
37,-50.207977,0.000000,-140.119019
38,-39.384796,0.000000,-44.999146
39,-73.255981,0.000000,-43.633545
40,-75.079498,0.000000,-27.723267
41,-93.360779,0.000000,-39.672974
42,-94.298523,0.000000,-30.659546
43,-33.742249,0.000000,-38.170776
44,-37.335327,0.000000,-41.789795
45,-63.162598,0.000000,-18.026978
46,-77.144989,0.000000,-2.116699
47,-90.645477,0.000000,22.124146
48,-97.465698,0.000000,28.816040
49,-101.470673,0.000000,34.961548
50,-51.737579,0.000000,-31.274048
51,-81.979706,0.000000,-171.324829
52,-84.157166,0.000000,-166.340088
53,-69.740906,0.000000,-159.102051
54,-90.311554,0.000000,-57.768311
55,-68.913116,0.000000,-108.366943
56,31.520813,0.000000,-144.557495
57,66.341766,0.000000,-138.411865
58,88.621979,0.000000,-154.458740
59,129.309418,0.000000,-183.752563
60,112.231842,0.000000,-188.191040
61,145.645172,0.000000,-217.280151
62,130.912994,0.000000,-210.588257
63,113.275543,0.000000,-160.399414
64,99.885040,0.000000,-170.300659
65,90.309540,0.000000,-197.887451
66,101.804535,0.000000,-191.741821
67,121.353485,0.000000,-13.451904
68,155.104706,0.000000,-34.278564
69,156.268402,0.000000,-238.857910
70,154.440887,0.000000,-224.927979
71,153.175201,0.000000,-218.918945
72,146.626923,0.000000,-178.631226
73,122.307220,0.000000,-145.650024
74,113.553497,0.000000,-131.993164
75,76.897003,0.000000,-83.511475
76,61.143097,0.000000,-76.000244
77,43.563690,0.000000,-71.015503
78,2.228394,0.000000,-64.118774
79,-31.028961,0.000000,-42.541016
80,-41.306274,0.000000,-4.848145
81,-32.054688,0.000000,21.782715
82,-26.320190,0.000000,38.512329
83,-21.573425,0.000000,54.422485
84,77.116974,0.000000,-123.594238
85,90.513458,0.000000,-132.266357
86,109.560516,0.000000,-154.936646
87,147.208771,0.000000,-220.489502
88,165.781952,0.000000,-280.511230
89,22.467163,0.000000,-200.072510
90,30.511047,0.000000,-207.925171
91,32.280609,0.000000,-203.281860
92,-30.573059,0.000000,-50.325317
93,-71.668396,0.000000,-55.651489
94,-28.593597,0.000000,-52.305542
95,-53.609100,0.000000,-79.414429
96,-107.837006,0.000000,103.109131
97,-103.376160,0.000000,106.318481
98,-113.809448,0.000000,117.175659
99,-69.199036,0.000000,41.994873
